aID,Bag#,Size,Class,Order,Family,Genus,Species,count,Element,Portion,Segment,Side,Fusion,Scan1,Scan2,Scan3,Scan4,FFI.A,FFI.O,FFI.T,Ipcts,CM,Weath1,Weath2,Carn,Rod,Burn,MaxD,CorT,Comments
141,M16-17-4,s,Bivalvia,-,-,-,-,2,SHELL,US,FR,-,5,-,-,-,-,-,-,-,0,0,-,-,0,0,0,"14.90, 13.49",-,
142,M16-17-160,s,Mammalia,-,-,-,-,1,SA,US,FR,-,0,-,-,-,-,-,-,-,0,0,-,-,0,0,0,8.51,-,"Single sacral vert (one of the posterior-most segments), split lengthwise along the dorsal plane"
143,M16-17-160,u,-,-,-,-,-,1,UN,US,FR,-,0,-,-,-,-,-,-,-,0,0,-,-,0,0,2,22.05,-,
144,M16-17-160,u,-,-,-,-,-,1,UN,FB,FR,-,5,-,-,-,-,-,-,-,0,0,-,-,0,0,0,19.64,-,
145,M16-17-82,s,Bivalvia,-,-,-,-,1,SHELL,US,FR,-,5,-,-,-,-,-,-,-,0,0,-,-,0,0,0,"25.76, 12.86, 14.20",-,
146,M16-17-41,m,Mammalia,Artiodactyla,Cervidae,Odocoileus,-,1,ANTL,US,FR,U,5,-,-,-,-,-,-,-,0,0,-,-,0,0,0,25.56,-,Antler tip
147,M16-17-109,s,Bivalvia,-,-,-,-,2,SHELL,US,FR,-,5,-,-,-,-,-,-,-,0,0,-,-,0,0,0,"15.35, 12.10",-,
148,M16-17-133,s,Gastropoda,-,-,-,-,4,SHELL,US,FR,-,5,-,-,-,-,-,-,-,0,0,-,-,0,0,0,"8.21, 8.48, 8.82, 3.97",-,
149,M16-17-133,s,Gastropoda,-,-,-,-,1,SHELL,CO,CO,-,5,-,-,-,-,-,-,-,0,0,-,-,0,0,0,5.61,-,
150,M16-17-5,s,Bivalvia,-,-,-,-,5,SHELL,US,FR,-,5,-,-,-,-,-,-,-,0,0,-,-,0,0,0,"7.13, 8.84, 9.28, 7.13, 5.88",-,
151,M16-17-90,m,Mammalia,Artiodactyla,-,-,-,1,RB,NE,CO,U,4,RI3,-,-,-,2,2,2,0,0,-,-,1,0,0,50.42,-,
152,M16-17-90,m,Mammalia,Artiodactyla,-,-,-,1,LM,AP,CO,L,4,-,-,-,-,-,-,-,0,0,-,-,0,0,0,22.74,-,postzygapophysis
153,M16-17-90,s,Reptilia,Testudines,-,-,-,3,CAR,US,FR,-,5,-,-,-,-,-,-,-,0,0,-,-,0,0,0,"27.09, 17.34, 12.43",-,
154,M16-17-90,s,-,-,-,-,-,1,LB,SH,FR,U,4,-,-,-,-,-,-,-,0,0,-,-,0,0,0,11.78,0.89,
155,M16-17-90,s,Mammalia,Lagomorpha,Leporidae,-,-,1,PHS,CO,CO,U,3,-,-,-,-,-,-,-,0,0,-,-,0,0,0,12.48,-,
156,M16-17-90,u,-,-,-,-,-,13,UN,US,FR,-,5,-,-,-,-,-,-,-,0,0,-,-,0,0,3,"6.57, 11.69, 7.45, 10.29, 8.77, 9.47, 12.23, 8.33, 5.77, 9.24, 13.78, 9.14, 7.48",-,
157,M16-17-90,u,-,-,-,-,-,3,UN,US,FR,-,5,-,-,-,-,-,-,-,0,0,-,-,0,0,0,"11.51, 8.40, 6.58",-,
158,M16-17-90,m,Mammalia,-,-,-,-,2,LB,US,FR,U,4,-,-,-,-,-,-,-,0,0,1,1,0,0,0,"33.07, 20.60","4.88, 3.51",
159,M16-17-31,s,Bivalvia,-,-,-,-,5,SHELL,US,FR,-,5,-,-,-,-,-,-,-,0,0,-,-,0,0,0,"12.46, 9.17, 14.84, 10.55, 11.30",-,
160,M16-17-55,s,Bivalvia,-,-,-,-,4,SHELL,US,FR,-,5,-,-,-,-,-,-,-,0,0,-,-,0,0,0,"64.56, 8.35, 9.72, 11.28",-,
161,M16-17-55,s,Gastropoda,-,-,-,-,1,SHELL,US,FR,-,5,-,-,-,-,-,-,-,0,0,-,-,0,0,0,7.48,-,
162,M16-17-110,s,Bivalvia,-,-,-,-,2,SHELL,US,FR,-,5,-,-,-,-,-,-,-,0,0,-,-,0,0,0,"9.99, 6.34",-,
163,M16-17-76,s,Gastropoda,-,-,-,-,2,SHELL,US,FR,-,5,-,-,-,-,-,-,-,0,0,-,-,0,0,0,"6.24, 12.19",-,
164,M16-17-76,s,Gastropoda,-,-,-,-,1,SHELL,CO,CO,-,5,-,-,-,-,-,-,-,0,0,-,-,0,0,0,6.7,-,
165,M16-17-28,s,Gastropoda,-,-,-,-,1,SHELL,CO,CO,-,5,-,-,-,-,-,-,-,0,0,-,-,0,0,0,7.76,-,
166,M16-17-141,s,Bivalvia,-,-,-,-,3,SHELL,US,FR,-,5,-,-,-,-,-,-,-,0,0,-,-,0,0,0,"6.41, 5.75, 7.12",-,
167,M16-17-95,s,Gastropoda,-,-,-,-,4,SHELL,CO,CO,-,5,-,-,-,-,-,-,-,0,0,-,-,0,0,0,"6.97, 9.29, 10.48, 6.23",-,
168,M16-17-95,s,Gastropoda,-,-,-,-,2,SHELL,US,FR,-,5,-,-,-,-,-,-,-,0,0,-,-,0,0,0,"6.26, 4.33",-,
169,M16-17-87,s,Bivalvia,-,-,-,-,2,SHELL,US,FR,-,5,-,-,-,-,-,-,-,0,0,-,-,0,0,0,"16.67, 11.43",-,
170,M16-17-62,m,Mammalia,-,-,-,-,1,TFR,US,FR,U,5,-,-,-,-,-,-,-,0,0,-,-,0,0,0,13.84,-,
171,M16-17-139,s,Gastropoda,-,-,-,-,1,SHELL,US,FR,-,5,-,-,-,-,-,-,-,0,0,-,-,0,0,0,5.88,-,
172,M16-17-119,m,Mammalia,-,-,-,-,1,TRF,US,FR,U,5,-,-,-,-,-,-,-,0,0,-,-,0,0,0,9.88,-,
173,M16-17-119,s,Mammalia,Lagomorpha,Leporidae,Sylvilagus,-,1,MUMX,CO,CO,R,5,-,-,-,-,-,-,-,0,0,-,-,0,0,0,10.59,-,
174,M16-17-119,s,Reptilia,Testudines,-,-,-,6,CAR,US,FR,-,5,-,-,-,-,-,-,-,0,0,-,-,0,0,0,"15.39, 14.71, 14.12, 12.93, 8.27, 13.48",-,
175,M16-17-119,m,Mammalia,-,-,-,-,2,LB,SH,FR,U,4,-,-,-,-,1,1,0,0,0,1,1,0,0,3,"16.8, 10.54","3.75, 3.70",
176,M16-17-119,u,-,-,-,-,-,11,UN,US,FR,-,5,-,-,-,-,-,-,-,0,0,-,-,0,0,3,"9.18, 6.77, 7.75, 6.19, 11.31, 5.05, 4.43, 8.38, 8.28, 7.06, 6.47",-,
177,M16-17-119,m,Mammalia,-,-,-,-,2,UN,US,FR,-,5,-,-,-,-,-,-,-,0,0,1,1,0,0,0,"15.88, 23.66",-,
178,M16-17-119,s,-,-,-,-,-,1,LB,SH,FR,U,4,-,-,-,-,-,-,-,0,0,-,-,0,0,3,6.59,0.54,
179,M16-17-119,s,-,-,-,-,-,3,LB,SH,FR,U,4,-,-,-,-,-,-,-,0,0,-,-,0,0,0,"14.75, 6.44, 7.48","0.71, 1.09, 1.11",
180,M16-17-119,u,-,-,-,-,-,1,UN,US,FR,-,5,-,-,-,-,-,-,-,0,0,-,-,0,0,2,8.76,-,
181,M16-17-119,u,-,-,-,-,-,20,UN,US,FR,-,5,-,-,-,-,-,-,-,0,0,-,-,0,0,0,"13.41, 15.22, 8.00, 12.30, 7.43, 7.99, 5.45, 6.56, 10.93, 7.76, 8.51, 12.90, 9.34, 4.85, 12.40, 9.47, 9.14, 8.20, 9.61, 11.83",-,
182,M16-17-7,m,Mammalia,-,-,-,-,3,LB,SH,FR,U,4,-,-,-,-,1,1,0,0,0,1,1,0,0,2,"30.59, 22.13, 12.79","5.64, 2.70, 2.66",
183,M16-17-7,m,Mammalia,-,-,-,-,2,LB,SH,FR,U,4,-,-,-,-,2,2,2,0,0,1,1,0,0,0,"16.10, 13.99","2.93, 1.99",
184,M16-17-7,m,Mammalia,-,-,-,-,3,UN,US,FR,-,5,-,-,-,-,-,-,-,0,0,-,-,0,0,3,"11.97, 10.14, 11.07",-,
185,M16-17-7,u,-,-,-,-,-,8,UN,US,FR,-,5,-,-,-,-,-,-,-,0,0,-,-,0,0,3,"10.38, 8.36, 9.52, 7.55, 10.93, 8.47, 10.57, 8.90",-,
186,M16-17-7,s,Reptilia,Testudines,-,-,-,1,CAR,US,FR,-,5,-,-,-,-,-,-,-,0,0,-,-,0,0,3,9.05,-,
187,M16-17-7,s,-,-,-,-,-,1,LB,SH,FR,U,4,-,-,-,-,-,-,-,0,0,-,-,0,0,0,13.03,0.79,
188,M16-17-7,m,Mammalia,-,-,-,-,1,TFR,US,FR,U,5,-,-,-,-,-,-,-,0,0,-,-,0,0,0,14.57,-,
189,M16-17-7,m,Mammalia,-,-,-,-,1,UN,US,FR,-,5,-,-,-,-,-,-,-,0,0,-,-,0,0,0,10.93,-,
190,M16-17-175,s,Reptilia,Testudines,-,-,-,1,CAR,US,FR,-,5,-,-,-,-,-,-,-,0,0,-,-,0,0,0,15.11,-,
191,M16-17-175,u,-,-,-,-,-,1,UN,US,FR,-,5,-,-,-,-,-,-,-,0,0,-,-,0,0,3,11.63,-,
192,M16-17-175,u,-,-,-,-,-,6,UN,US,FR,-,5,-,-,-,-,-,-,-,0,0,-,-,0,0,0,"7.62, 4.69, 4.76, 5.80, 6.33, 3.16",-,
193,M16-17-177,u,-,-,-,-,-,2,UN,US,FR,-,5,-,-,-,-,-,-,-,0,0,-,-,0,0,3,"11.71, 9.56",-,
194,M16-17-177,s,Reptilia,Testudines,-,-,-,1,CAR,US,FR,-,5,-,-,-,-,-,-,-,0,0,-,-,0,0,0,10.46,-,
195,M16-17-177,s,Bivalvia,-,-,-,-,1,SHELL,US,FR,-,5,-,-,-,-,-,-,-,0,0,-,-,0,0,0,15.64,-,
196,M16-17-68,s,Bivalvia,-,-,-,-,8,SHELL,US,FR,-,5,-,-,-,-,-,-,-,0,0,-,-,0,0,0,"18.17, 10.82, 12.68, 7.69, 8.02, 6.07, 3.97, 4.36",-,
197,M16-17-109,m,Mammalia,-,-,-,-,1,TFR,US,FR,U,5,-,-,-,-,-,-,-,0,0,-,-,0,0,0,8.66,-,
198,M16-17-109,s,Mammalia,Lagomorpha,Leporidae,Sylvilagus,-,1,IUMR,CO,CO,L,5,-,-,-,-,-,-,-,0,0,-,-,0,0,0,17.69,-,
199,M16-17-111,m,Mammalia,-,-,-,-,1,LB,SH,FR,U,4,-,-,-,-,1,1,2,0,0,1,1,0,0,0,30.25,3.66,
200,M16-17-111,s,Reptilia,Testudines,-,-,-,2,CAR,US,FR,-,5,-,-,-,-,-,-,-,0,0,-,-,0,0,0,"11.64, 12.16",-,
201,M16-17-111,u,-,-,-,-,-,3,UN,US,FR,-,5,-,-,-,-,-,-,-,0,0,-,-,0,0,3,"9.15, 10.37, 7.26",-,
202,M16-17-111,u,-,-,-,-,-,1,UN,US,FR,-,5,-,-,-,-,-,-,-,0,0,-,-,0,0,0,9.98,-,
203,M16-17-135,m,Mammalia,-,-,-,-,1,RB,NE,FR,U,4,-,-,-,-,2,2,2,0,0,4,5,0,0,1,30.25,-,
204,M16-17-135,u,-,-,-,-,-,4,UN,US,FR,-,5,-,-,-,-,-,-,-,0,0,-,-,0,0,3,"12.50, 5.92, 6.28, 7.62",-,
205,M16-17-135,m,Mammalia,-,-,-,-,1,UN,FB,FR,-,5,-,-,-,-,-,-,-,0,0,-,-,0,0,3,19.91,-,
206,M16-17-135,s,Reptilia,Testudines,-,-,-,1,CAR,US,FR,-,5,-,-,-,-,-,-,-,0,0,-,-,0,0,0,12.32,-,
207,M16-17-135,m,Mammalia,-,-,-,-,1,UN,US,FR,-,5,-,-,-,-,-,-,-,0,0,2,5,0,0,0,16.08,-,
208,M16-17-135,s,-,-,-,-,-,1,LB,SH,FR,-,4,-,-,-,-,-,-,-,0,0,-,-,0,0,0,6.83,0.38,
209,M16-17-20,m,Mammalia,-,-,-,-,1,MP,DSE,CD,U,4,-,-,-,-,-,-,-,0,0,-,-,0,0,0,18.67,-,axial or abaxial portion
210,M16-17-20,m,Mammalia,-,-,-,-,4,LB,SH,FR,U,4,-,-,-,-,1,1,2,0,0,1,1,0,0,0,"48.41, 50.68, 28.37, 25.27","2.61, 1.55, 2.68, 2.94",
211,M16-17-20,m,Mammalia,-,-,-,-,1,LB,SH,FR,U,4,-,-,-,-,1,1,1,0,1,1,1,0,0,1,33.22,5.75,
212,M16-17-20,m,Mammalia,-,-,-,-,1,LB,SH,FR,U,4,-,-,-,-,1,1,1,0,0,1,1,0,0,1,31.86,3.61,
213,M16-17-20,m,Mammalia,-,-,-,-,1,SKO,US,FR,U,4,-,-,-,-,-,-,-,0,0,5,5,0,0,0,19.25,-,"maxilla or mandible, tooth root depressions"
214,M16-17-20,u,-,-,-,-,-,1,UN,FB,FR,-,5,-,-,-,-,-,-,-,0,0,-,-,0,0,0,14.57,-,
215,M16-17-20,m,Mammalia,-,-,-,-,4,UN,US,FR,-,5,-,-,-,-,-,-,-,0,0,-,-,0,0,0,"15.65, 25.23, 24.66, 24.44",-,
216,M16-17-20,s,-,-,-,-,-,1,LB,SH,FR,U,4,-,-,-,-,-,-,-,0,0,-,-,0,0,1,10.69,1,
217,M16-17-20,s,-,-,-,-,-,1,LB,SH,FR,U,4,-,-,-,-,-,-,-,0,0,-,-,0,0,0,22.51,0.76,
218,M16-17-20,m,Mammalia,-,-,-,-,1,LB,SH,FR,U,4,-,-,-,-,-,-,-,0,0,1,1,0,0,3,14.51,4.25,
219,M16-17-20,m,Mammalia,-,-,-,-,2,UN,US,FR,-,5,-,-,-,-,-,-,-,0,0,-,-,0,0,1,"23.83, 12.02",-,
220,M16-17-20,s,Reptilia,Testudines,-,-,-,1,CAR,US,FR,-,5,-,-,-,-,-,-,-,0,0,-,-,0,0,0,15.4,-,
221,M16-17-20,s,Reptilia,Testudines,-,-,-,1,CAR,US,FR,-,5,-,-,-,-,-,-,-,0,0,-,-,0,0,3,13.36,-,
222,M16-17-20,u,-,-,-,-,-,3,UN,US,FR,-,5,-,-,-,-,-,-,-,0,0,-,-,0,0,3,"10.21, 11.04, 11.44",-,
223,M16-17-20,u,-,-,-,-,-,3,UN,US,FR,-,5,-,-,-,-,-,-,-,0,0,-,-,0,0,0,"11.58, 10.19, 7.85",-,
224,M16-17-48,m,Mammalia,Carnivora,-,-,-,1,IUUN,CO,CO,U,5,-,-,-,-,-,-,-,0,0,-,-,0,0,0,16.82,-,
225,M16-17-48,m,Mammalia,Artiodactyla,Cervidae,-,-,1,TFR,US,FR,U,5,-,-,-,-,-,-,-,0,0,-,-,0,0,0,13.54,-,
226,M16-17-48,s,Mammalia,Lagomorpha,Leporidae,Sylvilagus,-,1,IUMR,CO,CO,R,5,-,-,-,-,-,-,-,0,0,-,-,0,0,0,13.81,-,
227,M16-17-62,s,Bivalvia,-,-,-,-,17,SHELL,US,FR,-,5,-,-,-,-,-,-,-,0,0,-,-,0,0,0,"7.13, 5.85, 5.19, 10.03, 5.85, 5.73, 12.93, 17.73, 12.87, 8.60, 10.82, 8.48, 5.01, 5.59, 3.94, 8.90, 7.19",-,
228,M16-17-24,s,Bivalvia,-,-,-,-,9,SHELL,US,FR,-,5,-,-,-,-,-,-,-,0,0,-,-,0,0,0,"20.98, 12.48, 14.92, 9.71, 11.42, 8.73, 7.91, 11.93, 7.02",-,
229,M16-17-108,s,Mammalia,Rodentia,Cricetidae,Neotoma,cf. floridana,1,MR,CO,CR,R,4,-,-,-,-,-,-,-,0,0,-,-,0,0,0,25.38,-,"includes incisor, missing cheeck teeth and ascending ramus"
230,M16-17-108,m,Mammalia,Artiodactyla,Cervidae,Odocoileus,-,1,MUMR,CO,CO,R,5,-,-,-,-,-,-,-,0,0,-,-,0,0,0,21.7,-,"cusps unworn, probably a fawn"
231,M16-17-57,s,Bivalvia,-,-,-,-,2,SHELL,US,FR,-,5,-,-,-,-,-,-,-,0,0,-,-,0,0,0,"16.03, 9.32",-,
232,M16-17-9,l,Mammalia,-,-,-,-,1,TA,SH,CD,U,4,-,-,-,-,1,1,0,0,0,1,1,0,0,0,43.26,3.35,
233,M16-17-9,s,Bivalvia,-,-,-,-,1,SHELL,US,FR,-,5,-,-,-,-,-,-,-,0,0,-,-,0,0,0,16.45,-,
234,M16-17-9,m,Mammalia,-,-,-,-,10,UN,US,FR,-,5,-,-,-,-,-,-,-,0,0,-,-,0,0,3,"12.61, 14.20, 16.22, 11.73, 12.10, 13.53, 13.12, 8.63, 9.61, 6.54",-,
235,M16-17-9,u,-,-,-,-,-,10,UN,US,FR,-,5,-,-,-,-,-,-,-,0,0,-,-,0,0,3,"6.02, 7.16, 10.08, 9.85, 10.66, 5.42, 6.50, 8.31, 6.07, 5.37",-,
236,M16-17-9,s,-,-,-,-,-,1,LB,SH,FR,U,4,-,-,-,-,-,-,-,0,0,-,-,0,0,0,16.01,0.87,
237,M16-17-9,s,Mammalia,Lagomorpha,Leporidae,Sylvilagus,-,1,RD,PR,CO,R,3,RA1,-,-,-,-,-,-,0,0,-,-,0,0,3,6.89,0.86,
238,M16-17-9,s,Mammalia,Lagomorpha,Leporidae,Sylvilagus,-,1,PHF,CO,CO,U,3,PH1,PH2,-,-,-,-,-,0,0,-,-,0,0,0,13.43,-,
239,M16-17-9,u,-,-,-,-,-,7,UN,US,FR,-,5,-,-,-,-,-,-,-,0,0,-,-,0,0,0,"8.32, 11.10, 8.82, 9.78, 8.76, 5.02, 7.35",-,
240,M16-17-9,m,Mammalia,-,-,-,-,4,UN,US,FR,-,5,-,-,-,-,-,-,-,0,0,-,-,0,0,0,"12.12, 18.40, 13.37, 12.90",-,
241,M16-17-50,m,Mammalia,Artiodactyla,Cervidae,Odocoileus,-,1,PM3MX,CO,CO,L,5,-,-,-,-,-,-,-,0,0,-,-,0,0,0,21.36,-,heavily worn
242,M16-17-50,m,Mammalia,Artiodactyla,Cervidae,-,-,1,TFR,US,FR,U,5,-,-,-,-,-,-,-,0,0,-,-,0,0,0,11.53,-,
243,M16-17-4,s,Gastropoda,-,-,-,-,2,SHELL,CO,CO,-,5,-,-,-,-,-,-,-,0,0,-,-,0,0,0,"8.80, 8.82",-,
244,M16-17-4,s,Gastropoda,-,-,-,-,1,SHELL,US,FR,-,5,-,-,-,-,-,-,-,0,0,-,-,0,0,0,8.43,-,
245,M16-17-76,s,Mammalia,Lagomorpha,Leporidae,Sylvilagus,-,1,MR,CO,CR,R,4,DN1,-,-,-,-,-,-,0,0,-,-,0,0,0,26.41,-,"Broken along DN2 scan site, in situ PM, incisor broken at alveolar margin"
246,M16-17-76,m,Mammalia,Artiodactyla,Cervidae,-,-,2,TFR,US,FR,U,5,-,-,-,-,-,-,-,0,0,-,-,0,0,0,"7.38, 20.60",-,
247,M16-17-76,m,Mammalia,Artiodactyla,Cervidae,Odocoileus,-,1,PM4MR,US,FR,L,5,-,-,-,-,-,-,-,0,0,-,-,0,0,0,15.83,-,Heavily worn but fragmentation makes it difficult to compare against the reference mandibles
248,M16-17-139,s,Mammalia,-,-,-,-,1,UN,US,FR,U,4,-,-,-,-,-,-,-,0,0,-,-,0,0,3,6.47,-,scapula or innominate frag
249,M16-17-139,u,-,-,-,-,-,5,UN,US,FR,-,5,-,-,-,-,-,-,-,0,0,-,-,0,0,3,"8.72, 8.55, 8.33, 5.60, 7.54",-,
250,M16-17-139,u,-,-,-,-,-,4,UN,US,FR,-,5,-,-,-,-,-,-,-,0,0,-,-,0,0,0,"13.84, 9.97, 6.35, 5.84",-,
251,M16-17-139,m,Mammalia,Artiodactyla,-,-,-,1,TFR,US,FR,U,5,-,-,-,-,-,-,-,0,0,-,-,0,0,1,11.03,-,
252,M16-17-139,s,Reptilia,Testudines,-,-,-,2,CAR,US,FR,-,5,-,-,-,-,-,-,-,0,0,-,-,0,0,1,"10.13, 8.41",-,
253,M16-17-139,s,Reptilia,Testudines,-,-,-,1,CAR,US,FR,-,5,-,-,-,-,-,-,-,0,0,-,-,0,0,0,11.1,-,
254,M16-17-98,s,Bivalvia,-,-,-,-,6,SHELL,US,FR,-,5,-,-,-,-,-,-,-,0,0,-,-,0,0,0,"23.15, 13.74, 11.22, 8.71, 9.94, 8.05",-,
255,M16-17-60,s,Mammalia,Carnivora,-,-,-,1,MX,US,FR,L,4,-,-,-,-,-,-,-,0,0,-,-,0,0,0,14.16,-,"smaller than adult raccoon, probably a mustelid, one broke in situ cheek tooh, sided with infraorbital foramen"
256,M16-17-60,m,Mammalia,Artiodactyla,-,-,-,1,MT,SH,FR,U,4,-,-,-,-,2,2,1,0,0,1,1,0,0,1,30.61,4.64,
257,M16-17-60,m,Mammalia,-,-,-,-,1,LB,SH,FR,U,4,-,-,-,-,2,2,2,0,0,2,2,1,0,0,38.35,4.51,
258,M16-17-60,m,Mammalia,-,-,-,-,2,LB,SH,FR,U,4,-,-,-,-,2,2,2,0,0,1,1,0,0,3,"11.27, 14.40","2.74, 2.78",
259,M16-17-60,m,Mammalia,-,-,-,-,6,UN,US,FR,-,5,-,-,-,-,-,-,-,0,0,-,-,0,0,3,"13.42, 13.36, 11.23, 13.03, 10.99, 8.51",-,
260,M16-17-60,u,-,-,-,-,-,2,UN,US,FR,-,5,-,-,-,-,-,-,-,0,0,-,-,0,0,3,"9.16, 10.89",-,
261,M16-17-60,u,-,-,-,-,-,3,UN,US,FR,-,5,-,-,-,-,-,-,-,0,0,-,-,0,0,0,"15.49, 7.17, 0.49",-,
262,M16-17-60,s,-,-,-,-,-,2,LB,SH,FR,U,4,-,-,-,-,-,-,-,0,0,-,-,0,0,0,"14.83, 12.47","0.82, 1.54",
263,M16-17-60,s,-,-,-,-,-,1,UN,US,FR,-,5,-,-,-,-,-,-,-,0,0,-,-,0,0,0,10.17,-,
264,M16-17-69,s,Bivalvia,-,-,-,-,4,SHELL,US,FR,-,5,-,-,-,-,-,-,-,0,0,-,-,0,0,0,"16.38, 9.76, 11.36, 7.98",-,
265,M16-17-52,s,Bivalvia,-,-,-,-,2,SHELL,US,FR,-,5,-,-,-,-,-,-,-,0,0,-,-,0,0,0,"16.05, 13.89",-,
266,M16-17-121,s,Gastropoda,-,-,-,-,2,SHELL,CO,CO,-,5,-,-,-,-,-,-,-,0,0,-,-,0,0,0,"15.23, 7.61",-,
267,M16-17-27,s,Bivalvia,-,-,-,-,5,SHELL,US,FR,-,5,-,-,-,-,-,-,-,0,0,-,-,0,0,0,"20.35, 8.78, 10.35, 6.12, 10.96",-,
268,M16-17-106,m,Mammalia,-,-,-,-,1,LB,SH,FR,U,4,-,-,-,-,-,-,-,0,0,1,1,0,0,2,27.86,3.05,
269,M16-17-106,m,Mammalia,-,-,-,-,2,LB,SH,FR,U,4,-,-,-,-,-,-,-,0,0,3,3,0,0,0,"22.65, 12.56","4.22, 3.24",
270,M16-17-106,m,Mammalia,-,-,-,-,2,UN,US,FR,-,5,-,-,-,-,-,-,-,0,0,-,-,0,0,3,"16.04, 14.18",-,
271,M16-17-106,u,-,-,-,-,-,5,UN,US,FR,-,5,-,-,-,-,-,-,-,0,0,-,-,0,0,3,"9.77, 8.21, 5.52, 4.05, 4.89",-,
272,M16-17-106,u,-,-,-,-,-,1,LB,SH,FR,U,4,-,-,-,-,-,-,-,0,0,-,-,0,0,1,13.81,1.18,
273,M16-17-1,s,Bivalvia,-,-,-,-,9,SHELL,US,FR,-,5,-,-,-,-,-,-,-,0,0,-,-,0,0,0,"22.33, 16.14, 11.62, 7.86, 8.59, 7.71, 7.66, 9.10, 7.07",-,
274,M16-17-20,m,Mammalia,-,-,-,-,1,TFR,US,FR,U,5,-,-,-,-,-,-,-,0,0,-,-,0,0,0,11.23,-,
275,M16-17-108,s,Gastropoda,-,-,-,-,5,SHELL,CO,CO,-,5,-,-,-,-,-,-,-,0,0,-,-,0,0,0,"21.71, 6.96, 7.10, 4.02, 4.70",-,
276,M16-17-179,m,Mammalia,-,-,-,-,1,LB,SH,FR,U,4,-,-,-,-,2,1,2,0,0,1,1,0,0,0,14.96,2.89,
277,M16-17-28,s,Bivalvia,-,-,-,-,14,SHELL,US,FR,-,5,-,-,-,-,-,-,-,0,0,-,-,0,0,0,"13.29, 28.98, 14.72, 14.05, 7.43, 10.16, 8.01, 4.40, 5.04, 6.31, 3.91, 4.17, 4.75, 5.08",-,
278,M16-17-3,m,Mammalia,-,-,-,-,1,AC,US,FR,U,4,-,-,-,-,1,1,1,0,0,1,1,0,0,1,40.04,-,
279,M16-17-3,m,Mammalia,-,-,-,-,1,RB,NE,FR,U,4,RI3,-,-,-,2,2,1,0,0,1,1,0,0,2,22.75,-,
280,M16-17-3,m,Mammalia,Artiodactyla,-,-,-,1,MT,SH,FR,U,4,-,-,-,-,1,1,1,0,0,1,1,0,0,0,29.6,4.71,
281,M16-17-3,m,Mammalia,-,-,-,-,1,LB,SH,FR,U,4,-,-,-,-,2,2,2,0,0,1,1,1,0,0,24.56,2.92,
282,M16-17-3,s,Gastropoda,-,-,-,-,2,SHELL,CO,CO,-,5,-,-,-,-,-,-,-,0,0,-,-,0,0,0,"6.56, 5.90",-,
283,M16-17-3,s,Gastropoda,-,-,-,-,3,SHELL,US,FR,-,5,-,-,-,-,-,-,-,0,0,-,-,0,0,0,"7.50, 5.32, 5.43",-,
284,M16-17-3,s,Bivalvia,-,-,-,-,8,SHELL,US,FR,-,5,-,-,-,-,-,-,-,0,0,-,-,0,0,0,"13.66, 14.21, 6.98, 8.04, 6.86, 8.10, 6.31, 4.79",-,
285,M16-17-3,s,Reptilia,Testudines,-,-,-,1,CAR,US,FR,-,5,-,-,-,-,-,-,-,0,0,-,-,0,0,3,8.88,-,
286,M16-17-3,s,-,-,-,-,-,2,LB,SH,FR,U,4,-,-,-,-,-,-,-,0,0,-,-,0,0,3,"8.00, 6.95","0.68, 1.21",
287,M16-17-3,m,Mammalia,-,-,-,-,6,LB,SH,FR,U,4,-,-,-,-,-,-,-,0,0,1,1,0,0,3,"8.75, 16.13, 12.47, 11.97, 15.90, 12.52","2.99, 5.45, 3.43, 2.85, 2.31, 3.55",
288,M16-17-3,m,Mammalia,-,-,-,-,1,CA,CO,CR,A,3,-,-,-,-,-,-,-,0,0,-,-,0,0,0,11.66,-,
289,M16-17-3,u,-,-,-,-,-,43,UN,US,FR,-,5,-,-,-,-,-,-,-,0,0,-,-,0,0,3,"7.84, 8.19, 8.97, 7.82, 7.03, 12.44, 5.98, 9.13, 10.05, 9.13, 9.96, 7.75, 15.33, 3.14, 6.66, 8.01, 11.91, 9.16, 6.26, 7.59, 10.05, 7.80, 8.65, 8.53, 8.95, 8.45, 6.17, 10.00, 7.15, 8.64, 6.57, 10.99, 10.44, 7.17, 9.07, 10.31, 9.72, 7.89, 11.65, 5.97, 7.39, 12.58, 11.63",-,
290,M16-17-3,m,Mammalia,-,-,-,-,2,LB,SH,FR,U,4,-,-,-,-,2,2,2,0,0,2,2,0,0,3,"22.18, 15.76","3.37, 5.22",
291,M16-17-3,m,Mammalia,-,-,-,-,3,LB,SH,FR,U,4,-,-,-,-,1,1,1,0,0,1,2,0,0,1,"18.65, 16.26, 10.37",3.37,
292,M16-17-3,m,Mammalia,-,-,-,-,1,UN,US,FR,-,5,-,-,-,-,2,2,2,0,0,2,2,0,0,1,15.62,-,
293,M16-17-3,m,Mammalia,-,-,-,-,1,LB,SH,FR,U,4,-,-,-,-,2,2,1,0,0,2,2,0,0,0,21.95,5.22,trowel scrape
294,M16-17-3,m,Mammalia,-,-,-,-,1,LB,SH,FR,-,4,-,-,-,-,1,1,2,0,0,1,1,0,0,0,17.42,2.07,
295,M16-17-3,s,Reptilia,Testudines,-,-,-,1,CAR,US,FR,-,5,-,-,-,-,-,-,-,0,0,-,-,0,0,0,15.54,-,
